id,employeename,jobtitle,basepay,overtimepay,otherpay,benefits,year,status,total_compensation,is_executive,job_level
255,Employee_255,HEAD LIBRARIAN,83302.93,4395.85,3140.42,24321.73,2020,PT,90839.199921875,True,Medium
256,Employee_256,POLICE OFFICER 3,62853.9,14286.28,966.45,26650.61,2019,FT,78106.63001220704,False,Medium
257,Employee_257,ASSISTANT MEDICAL EXAMINER,42758.98,2619.18,4167.81,15002.6,2019,FT,49545.97005859375,False,Standard
258,Employee_258,REGISTERED NURSE,41558.96,2970.4,2864.0,18220.62,2019,FT,47393.36,False,Standard
259,Employee_259,POLICE OFFICER 3,53563.29,9129.76,3208.84,23469.81,2021,FT,65901.89008789063,False,Standard
260,Employee_260,DIRECTOR OF PUBLIC WORKS,121932.63,3958.09,2649.05,33280.81,2021,PT,128539.77004882813,True,Medium
261,Employee_261,ANIMAL CARE ATTENDANT,46388.11,2674.7,3213.58,20090.87,2021,FT,52276.390078125,False,Standard
263,Employee_263,CUSTODIAN,91171.06,3166.53,1175.96,28151.1,2022,FT,95513.5499609375,False,Medium
264,Employee_264,ACCOUNTANT INTERN,43964.41,0.0,2248.67,16216.97,2023,FT,46213.079921875,False,Standard
265,Employee_265,CHIEF INVESTMENT OFFICER,118567.95,7324.97,7229.78,47617.47,2021,FT,133122.69978515623,True,Medium
266,Employee_266,DIRECTOR OF PUBLIC WORKS,153841.73,492.09,2426.09,46320.61,2022,FT,156759.91008789063,True,High
268,Employee_268,GENERAL LABORER,58526.61,0.0,2308.65,16635.38,2022,FT,60835.25990234375,False,Standard
269,Employee_269,DIRECTOR OF PUBLIC WORKS,158558.86,0.0,1346.27,54210.48,2019,FT,159905.13001953124,True,High
270,Employee_270,DIRECTOR OF PUBLIC WORKS,108589.13,4871.0,693.93,44923.77,2023,PT,114154.05999267579,True,Medium
271,Employee_271,CUSTODIAN,92089.9,2841.04,2626.04,30485.94,2019,PT,97556.98003906249,False,Medium
272,Employee_272,TRANSIT OPERATOR,78579.31,3621.97,482.85,33026.6,2021,FT,82684.13000610351,False,Medium
273,Employee_273,POLICE OFFICER 3,63143.11,5783.95,1563.46,19487.96,2022,FT,70490.5199609375,False,Standard
274,Employee_274,CHIEF INVESTMENT OFFICER,143268.86,12464.58,371.54,57667.51,2021,FT,156104.9800085449,True,High
275,Employee_275,ELECTRICAL TRANSIT SYSTEM MECHANIC,76408.99,646.11,2324.04,30895.65,2020,PT,79379.1400390625,False,Medium
276,Employee_276,CHIEF OF POLICE,162751.78,10156.43,3752.58,62398.03,2023,FT,176660.790078125,True,High
277,Employee_277,SENIOR CLERK,76743.02,0.0,1364.26,20807.7,2019,FT,78107.28000976563,False,Medium
279,Employee_279,SPECIAL NURSE,68769.69,11278.74,3771.11,22031.96,2023,FT,83819.54010742188,False,Medium
280,Employee_280,SPECIAL NURSE,84082.96,0.0,2360.55,29413.46,2022,FT,86443.51004882813,False,Medium
282,Employee_282,CHIEF OF POLICE,162611.17,8566.9,4319.81,53739.77,2022,FT,175497.88005859376,True,High
283,Employee_283,ASSISTANT MEDICAL EXAMINER,79326.58,0.0,2195.28,22373.0,2023,FT,81521.86002929688,False,Medium
284,Employee_284,CHIEF OF POLICE,78590.7,3949.79,5136.22,25452.2,2019,PT,87676.71021484374,True,Medium
285,Employee_285,SENIOR CLERK,122414.83,30.25,1827.9,41708.53,2021,PT,124272.98002441406,False,Medium
287,Employee_287,POLICE OFFICER 3,90036.68,160.48,2534.99,26379.8,2019,FT,92732.14999023436,False,Medium
288,Employee_288,DIRECTOR OF PUBLIC WORKS,167517.48,0.0,781.42,61026.14,2020,FT,168298.89998291017,True,High
289,Employee_289,ASSISTANT DEPUTY CHIEF 2,129073.37,2104.99,329.45,34613.1,2019,FT,131507.81001220702,True,Medium
290,Employee_290,SENIOR CLERK,47800.87,4123.05,213.18,17906.8,2019,FT,52137.09999267579,False,Standard
292,Employee_292,DEPUTY SHERIFF,75101.64,4143.19,544.43,21469.4,2021,FT,79789.25999267578,False,Medium
293,Employee_293,CHIEF INVESTMENT OFFICER,104688.76,0.0,3570.07,37366.37,2020,FT,108258.83006835937,True,Medium
294,Employee_294,CUSTODIAN,51708.47,3819.86,5816.2,21529.32,2020,FT,61344.5301953125,False,Standard
295,Employee_295,ASSISTANT DEPUTY CHIEF 2,123741.12,9362.91,1266.93,42461.63,2019,FT,134370.96005371094,True,Medium
296,Employee_296,CHIEF OF POLICE,148161.07,0.0,195.81,54847.38,2022,FT,148356.8799975586,True,Medium
297,Employee_297,RECREATION LEADER,40944.85,3242.58,1385.27,14874.81,2020,FT,45572.70001953125,False,Standard
298,Employee_298,SENIOR CLERK,79329.18,4061.72,4312.2,25685.01,2023,FT,87703.1001953125,False,Medium
301,Employee_301,GENERAL LABORER,87395.22,14849.79,249.05,27093.61,2022,FT,102494.06000305177,False,Medium
302,Employee_302,RECREATION LEADER,60305.38,0.0,423.74,23800.48,2020,PT,60729.11999023437,False,Standard
303,Employee_303,TRANSIT OPERATOR,80915.88,2573.9,1310.68,31064.3,2022,FT,84800.46005371094,False,Medium
304,Employee_304,SOCIAL WORKER,91946.55,2973.81,139.04,25285.48,2020,FT,95059.39999328613,False,Medium
305,Employee_305,ASSISTANT DEPUTY CHIEF 2,152686.14,0.0,2026.44,50730.07,2019,FT,154712.57994140626,True,High
306,Employee_306,REGISTERED NURSE,88183.19,0.0,2705.94,23198.79,2020,PT,90889.12994140625,False,Medium
307,Employee_307,CUSTODIAN,46968.13,816.0,356.78,,2020,FT,48140.909998779294,False,Standard
308,Employee_308,ASSISTANT DEPUTY CHIEF 2,166091.75,0.0,1727.2,,2019,FT,167818.94995117188,True,High
309,Employee_309,CUSTODIAN,52946.14,3801.24,4665.36,18745.1,2019,PT,61412.73986328125,False,Standard
310,Employee_310,REGISTERED NURSE,75190.84,1092.13,2987.89,25865.59,2023,PT,79270.85989257813,False,Medium
311,Employee_311,HEAD LIBRARIAN,112747.39,11359.21,1981.19,,2021,PT,126087.78994140626,True,Medium
312,Employee_312,ASSISTANT MEDICAL EXAMINER,79702.45,0.0,852.35,26675.07,2021,FT,80554.79997558593,False,Medium
313,Employee_313,REGISTERED NURSE,76739.13,0.0,1158.05,28852.04,2023,PT,77897.18004882813,False,Medium
314,Employee_314,DEPUTY SHERIFF,53123.8,0.0,2783.03,,2020,FT,55906.83002929688,False,Standard
315,Employee_315,DEPUTY SHERIFF,43002.65,1028.51,364.25,14784.69,2021,FT,44395.41,False,Standard
316,Employee_316,HEAD LIBRARIAN,131170.46,14882.42,1650.41,44783.12,2023,PT,147703.2900341797,True,Medium
317,Employee_317,SENIOR ENGINEER,95831.7,5446.84,5972.85,38844.4,2022,FT,107251.39009765624,False,Medium
318,Employee_318,SENIOR ENGINEER,120883.8,0.0,4760.27,44642.07,2020,PT,125644.07001953125,False,Medium
319,Employee_319,ACCOUNTANT INTERN,69105.34,0.0,3796.92,25867.07,2020,FT,72902.259921875,False,Standard
320,Employee_320,ANIMAL CARE ATTENDANT,41896.71,0.0,2423.28,13591.63,2019,FT,44319.990029296874,False,Standard
321,Employee_321,CUSTODIAN,89322.59,571.3,3780.37,31839.12,2019,FT,93674.2601171875,False,Medium
322,Employee_322,REGISTERED NURSE,62592.59,0.0,1145.38,22159.32,2019,FT,63737.97000488281,False,Standard
323,Employee_323,DIRECTOR OF PUBLIC WORKS,130628.12,0.0,6501.72,48286.45,2022,PT,137129.84021484375,True,Medium
324,Employee_324,ACCOUNTANT INTERN,57050.81,2961.72,3849.01,21475.9,2022,PT,63861.540009765624,False,Standard
325,Employee_325,CHIEF INVESTMENT OFFICER,185194.86,4074.07,2898.4,73027.57,2021,FT,192167.32990234374,True,High
326,Employee_326,FIREFIGHTER,52468.7,0.0,1065.59,15381.46,2022,FT,53534.28996582031,False,Standard
327,Employee_327,FIREFIGHTER,63251.4,1901.48,3474.32,17731.28,2019,FT,68627.20006835938,False,Standard
328,Employee_328,TRANSIT OPERATOR,72148.97,0.0,1827.29,29174.43,2020,PT,73976.2600390625,False,Standard
329,Employee_329,REGISTERED NURSE,48156.35,0.0,5915.73,14010.62,2020,FT,54072.07998046875,False,Standard
330,Employee_330,ASSISTANT DEPUTY CHIEF 2,137898.7,0.0,3266.42,54411.16,2023,PT,141165.119921875,True,Medium
331,Employee_331,ASSISTANT DEPUTY CHIEF 2,184028.78,0.0,474.49,63071.1,2022,FT,184503.26999023437,True,High
332,Employee_332,GENERAL LABORER,60190.76,4309.33,4414.03,26725.66,2023,FT,68914.11978515625,False,Standard
333,Employee_333,CUSTODIAN,77902.86,2881.78,8724.57,29962.59,2020,FT,89509.2103125,False,Medium
334,Employee_334,RECREATION LEADER,20000.0,6572.82,1347.15,10418.37,2023,FT,27919.970024414062,False,Standard
335,Employee_335,SENIOR CLERK,89987.84,0.0,3651.24,33540.91,2019,FT,93639.07999023437,False,Medium
336,Employee_336,ANIMAL CARE ATTENDANT,63739.15,3524.78,704.51,22345.77,2020,FT,67968.44000976563,False,Standard
337,Employee_337,CHIEF INVESTMENT OFFICER,96534.09,2784.11,2256.06,30929.21,2021,PT,101574.26005859375,True,Medium
338,Employee_338,CUSTODIAN,91629.01,0.0,2521.7,23578.05,2019,FT,94150.70995117187,False,Medium
339,Employee_339,FIREFIGHTER,63475.13,8170.82,1998.41,21182.75,2023,PT,73644.36003417968,False,Standard
340,Employee_340,CHIEF INVESTMENT OFFICER,119610.81,0.0,2130.73,50651.94,2023,FT,121741.53998046875,True,Medium
341,Employee_341,HEAD LIBRARIAN,93684.21,22611.31,7396.99,36034.01,2021,FT,123692.510234375,True,Medium
342,Employee_342,CUSTODIAN,31663.68,0.0,3385.01,12714.89,2020,FT,35048.690009765625,False,Standard
343,Employee_343,HEAD LIBRARIAN,71040.41,3285.25,1157.35,24628.19,2019,FT,75483.00997558594,True,Medium
344,Employee_344,CHIEF OF POLICE,160599.37,8461.64,5864.35,51826.39,2022,FT,174925.36009765626,True,High
345,Employee_345,ACCOUNTANT INTERN,27800.99,13872.0,1274.69,17121.69,2021,FT,42947.679941406255,False,Standard
346,Employee_346,DEPUTY SHERIFF,54673.69,9849.81,1485.98,16967.48,2022,FT,66009.47998046875,False,Standard
348,Employee_348,ACCOUNTANT INTERN,104872.44,7380.39,797.82,36088.9,2019,FT,113050.65000732422,False,Medium
349,Employee_349,POLICE OFFICER 3,85372.08,19431.58,3477.56,28313.26,2019,FT,108281.22005859375,False,Medium
350,Employee_350,POLICE OFFICER 3,58856.59,7734.65,112.35,18818.05,2022,PT,66703.58999847411,False,Standard
351,Employee_351,ASSISTANT DEPUTY CHIEF 2,172962.49,0.0,968.07,61595.12,2019,FT,173930.5600073242,True,High
353,Employee_353,CUSTODIAN,90182.0,0.0,363.0,33515.57,2019,FT,90545.0,False,Medium
354,Employee_354,SENIOR CLERK,55669.19,0.0,561.23,19329.72,2022,FT,56230.41998046875,False,Standard
355,Employee_355,CHIEF INVESTMENT OFFICER,164637.28,1735.3,643.38,44280.71,2023,FT,167015.9600048828,True,High
356,Employee_356,CHIEF INVESTMENT OFFICER,111379.19,0.0,1855.5,,2021,FT,113234.69,True,Medium
357,Employee_357,POLICE OFFICER 3,49429.92,0.0,414.43,13796.98,2019,FT,49844.34999267578,False,Standard
358,Employee_358,SOCIAL WORKER,65657.13,721.31,1185.36,24974.3,2023,FT,67563.79998535156,False,Standard
359,Employee_359,SPECIAL NURSE,75546.88,12916.9,2257.3,29932.87,2019,FT,90721.08004882812,False,Medium
360,Employee_360,SENIOR ENGINEER,78136.54,0.0,5202.45,20870.12,2021,FT,83338.9901953125,False,Medium
361,Employee_361,RECREATION LEADER,81079.07,644.79,2385.4,,2023,FT,84109.25990234375,False,Medium
362,Employee_362,SOCIAL WORKER,58340.12,2871.37,170.54,19790.83,2022,FT,61382.02999328614,False,Standard
363,Employee_363,FIREFIGHTER,82407.45,7230.21,1630.56,31620.92,2019,FT,91268.22005859375,False,Medium
364,Employee_364,SOCIAL WORKER,78844.44,0.0,4151.9,21182.87,2023,FT,82996.33990234375,False,Medium
365,Employee_365,REGISTERED NURSE,68781.54,4671.76,1581.79,19157.5,2019,FT,75035.09003906249,False,Medium
366,Employee_366,CHIEF OF POLICE,110110.24,0.0,798.94,33539.51,2022,FT,110909.18000244141,True,Medium
367,Employee_367,SENIOR CLERK,94940.06,637.89,800.38,34048.61,2022,FT,96378.33000488281,False,Medium
368,Employee_368,CUSTODIAN,81005.07,13423.26,256.3,33138.08,2020,FT,94684.62998779297,False,Medium
370,Employee_370,ANIMAL CARE ATTENDANT,88788.41,2571.93,4977.37,27206.75,2019,FT,96337.7101171875,False,Medium
371,Employee_371,GENERAL LABORER,89519.8,0.0,5276.18,33412.63,2023,FT,94795.98017578125,False,Medium
372,Employee_372,HEAD LIBRARIAN,197655.37,9944.57,784.38,52943.56,2020,FT,208384.32000488281,True,High
373,Employee_373,ELECTRICAL TRANSIT SYSTEM MECHANIC,80319.17,16585.06,445.77,32467.93,2020,FT,97349.99998901367,False,Medium
374,Employee_374,GENERAL LABORER,79692.87,0.0,522.23,25156.64,2021,FT,80215.09998046875,False,Medium
375,Employee_375,SOCIAL WORKER,84080.3,0.0,4428.64,25301.43,2022,PT,88508.94013671875,False,Medium
376,Employee_376,SPECIAL NURSE,49820.68,0.0,2436.52,17142.7,2021,PT,52257.20001953125,False,Standard
379,Employee_379,GENERAL LABORER,82952.28,0.0,210.76,,2023,FT,83163.03999450683,False,Medium
380,Employee_380,DEPUTY SHERIFF,66516.51,4469.37,6091.66,23959.86,2020,FT,77077.54015624999,False,Medium
381,Employee_381,TRANSIT OPERATOR,72764.47,0.0,1994.77,24413.67,2023,FT,74759.24001953125,False,Standard
382,Employee_382,ACCOUNTANT INTERN,91749.09,14565.41,567.74,27228.8,2022,PT,106882.23999023438,False,Medium
383,Employee_383,ACCOUNTANT INTERN,87263.01,15690.56,1311.08,35617.6,2023,FT,104264.64995605468,False,Medium
384,Employee_384,DEPUTY SHERIFF,66765.58,0.0,5695.78,26270.67,2023,FT,72461.35978515625,False,Standard
385,Employee_385,TRANSIT OPERATOR,56600.1,805.73,724.57,,2022,FT,58130.40000732422,False,Standard
386,Employee_386,REGISTERED NURSE,92705.49,0.0,4848.67,27360.91,2020,FT,97554.159921875,False,Medium
387,Employee_387,SPECIAL NURSE,85477.82,9861.78,123.96,26854.31,2022,FT,95463.55999908448,False,Medium
388,Employee_388,RECREATION LEADER,37874.86,4230.65,296.99,12539.46,2022,PT,42402.49999023438,False,Standard
389,Employee_389,SOCIAL WORKER,63736.92,2484.56,3978.79,26929.85,2020,FT,70200.2700390625,False,Standard
390,Employee_390,POLICE OFFICER 3,73310.31,4616.14,621.92,24430.79,2022,PT,78548.36998291015,False,Medium
391,Employee_391,SENIOR ENGINEER,111249.57,981.98,4467.62,34457.66,2020,FT,116699.1701171875,False,Medium
392,Employee_392,POLICE OFFICER 3,88202.03,0.0,3054.88,32959.91,2021,FT,91256.9098828125,False,Medium
393,Employee_393,GENERAL LABORER,75678.12,19387.08,620.78,24466.76,2022,FT,95685.98002929687,False,Medium
394,Employee_394,DIRECTOR OF PUBLIC WORKS,138898.42,0.0,1785.67,46752.44,2019,FT,140684.09004394533,True,Medium
395,Employee_395,SENIOR ENGINEER,92667.56,1387.57,353.68,29977.49,2020,FT,94408.80999267579,False,Medium
396,Employee_396,SOCIAL WORKER,56522.97,0.0,3046.93,20475.89,2022,FT,59569.899931640626,False,Standard
397,Employee_397,TRANSIT OPERATOR,64774.71,5437.5,7663.39,28009.12,2021,FT,77875.60013671874,False,Medium
398,Employee_398,FIREFIGHTER,70379.82,0.0,887.89,25066.09,2023,PT,71267.71001464844,False,Standard
399,Employee_399,DEPUTY SHERIFF,69306.41,4988.13,3601.33,26910.11,2019,FT,77895.87007812501,False,Medium
400,Employee_400,CUSTODIAN,32288.54,2509.46,2073.32,12117.73,2022,PT,36871.320068359375,False,Standard
401,Employee_401,CHIEF INVESTMENT OFFICER,111690.6,6702.35,2072.17,32537.05,2023,PT,120465.11992187501,True,Medium
402,Employee_402,ANIMAL CARE ATTENDANT,71124.11,0.0,1504.38,27762.89,2023,FT,72628.49000488281,False,Standard
403,Employee_403,CUSTODIAN,64372.6,7014.19,572.25,26134.7,2019,PT,71959.04,False,Standard
404,Employee_404,CHIEF INVESTMENT OFFICER,117114.34,6276.03,3005.42,49072.93,2023,PT,126395.789921875,True,Medium
405,Employee_405,CHIEF OF POLICE,143567.69,4173.5,1133.77,53306.27,2020,PT,148874.96001953125,True,Medium
406,Employee_406,CHIEF OF POLICE,87157.54,0.0,714.4,25194.73,2020,PT,87871.94002441406,True,Medium
407,Employee_407,SENIOR CLERK,48670.9,4181.48,5042.52,18212.52,2020,FT,57894.900019531255,False,Standard
409,Employee_409,ACCOUNTANT INTERN,85282.29,1063.13,1315.7,22386.31,2022,FT,87661.11995117187,False,Medium
410,Employee_410,TRANSIT OPERATOR,103751.06,0.0,6020.17,34202.76,2021,FT,109771.229921875,False,Medium
411,Employee_411,POLICE OFFICER 3,85642.56,0.0,3508.24,26908.87,2019,PT,89150.79999023437,False,Medium
412,Employee_412,FIREFIGHTER,40634.72,0.0,5818.46,11640.64,2023,FT,46453.1799609375,False,Standard
413,Employee_413,DEPUTY SHERIFF,65352.66,0.0,640.56,24883.96,2020,FT,65993.2199975586,False,Standard
414,Employee_414,REGISTERED NURSE,75132.69,6127.73,2634.6,22784.31,2019,FT,83895.02009765625,False,Medium
415,Employee_415,TRANSIT OPERATOR,73551.82,2590.42,235.81,24833.77,2021,FT,76378.0499975586,False,Medium
416,Employee_416,ASSISTANT MEDICAL EXAMINER,80786.09,7848.6,769.0,,2021,PT,89403.69,False,Medium
417,Employee_417,CHIEF INVESTMENT OFFICER,92986.24,4053.59,5941.66,35082.93,2022,FT,102981.49015625,True,Medium
418,Employee_418,REGISTERED NURSE,71298.86,0.0,7568.65,21720.32,2023,FT,78867.50990234375,False,Medium
419,Employee_419,CUSTODIAN,78406.46,0.0,1336.32,27330.38,2019,FT,79742.77994628907,False,Medium
420,Employee_420,CHIEF OF POLICE,155724.15,16422.39,3006.42,63692.54,2020,PT,175152.95992187498,True,High
421,Employee_421,ACCOUNTANT INTERN,53885.64,522.28,2170.97,21398.97,2021,PT,56578.88997070312,False,Standard
422,Employee_422,ASSISTANT MEDICAL EXAMINER,63096.86,13336.1,7191.52,24903.21,2022,FT,83624.48001953126,False,Medium
423,Employee_423,ANIMAL CARE ATTENDANT,20000.0,0.0,4339.45,6208.71,2022,PT,24339.4501953125,False,Standard
424,Employee_424,DIRECTOR OF PUBLIC WORKS,97870.29,8842.58,3131.37,37478.0,2020,FT,109844.2401171875,True,Medium
425,Employee_425,ELECTRICAL TRANSIT SYSTEM MECHANIC,59511.7,0.0,181.38,16944.79,2022,PT,59693.08000488281,False,Standard
426,Employee_426,FIREFIGHTER,49608.31,10881.11,5067.89,24068.33,2023,FT,65557.31013671875,False,Standard
427,Employee_427,SOCIAL WORKER,73312.24,0.0,918.41,26127.87,2021,FT,74230.64997314454,False,Standard
428,Employee_428,ANIMAL CARE ATTENDANT,68881.09,10453.81,7544.15,31795.82,2023,FT,86879.04990234374,False,Medium
429,Employee_429,TRANSIT OPERATOR,24815.72,15078.64,31.85,15776.03,2022,FT,39926.21000038147,False,Standard
430,Employee_430,SENIOR ENGINEER,96603.21,2447.84,4372.3,34924.21,2020,FT,103423.3498046875,False,Medium
431,Employee_431,SPECIAL NURSE,51433.52,0.0,5596.02,21993.27,2020,FT,57029.54001953125,False,Standard
432,Employee_432,SENIOR ENGINEER,103627.91,859.32,1961.91,36861.63,2022,FT,106449.1400341797,False,Medium
433,Employee_433,RECREATION LEADER,44362.98,0.0,2361.37,12954.87,2020,FT,46724.3501171875,False,Standard
434,Employee_434,REGISTERED NURSE,70600.13,14268.54,3148.89,32557.36,2020,FT,88017.55989257814,False,Medium
435,Employee_435,SENIOR CLERK,83637.75,0.0,148.49,29664.92,2020,FT,83786.24000549316,False,Medium
436,Employee_436,REGISTERED NURSE,76062.04,0.0,4721.02,32045.91,2022,PT,80783.06001953124,False,Medium
437,Employee_437,ASSISTANT DEPUTY CHIEF 2,130489.1,13665.41,2182.04,41927.59,2020,FT,146336.5500390625,True,Medium
438,Employee_438,ACCOUNTANT INTERN,64896.72,0.0,3102.02,20397.5,2022,FT,67998.74001953125,False,Standard
440,Employee_440,ELECTRICAL TRANSIT SYSTEM MECHANIC,40455.84,1297.37,8576.01,13057.08,2023,FT,50329.219765625,False,Standard
441,Employee_441,CHIEF INVESTMENT OFFICER,104980.07,4757.69,708.44,38101.73,2023,FT,110446.20000244142,True,Medium
442,Employee_442,CUSTODIAN,69834.4,35.94,6816.23,25331.22,2019,FT,76686.56998046875,False,Medium
444,Employee_444,CHIEF OF POLICE,148507.63,6644.58,7082.6,44576.98,2020,FT,162234.81009765624,True,High
445,Employee_445,CHIEF OF POLICE,115948.05,8109.73,1674.93,46713.43,2023,FT,125732.71005371094,True,Medium
446,Employee_446,HEAD LIBRARIAN,76049.62,0.0,2553.96,19833.0,2022,FT,78603.5799609375,True,Medium
447,Employee_447,CUSTODIAN,64438.07,3654.67,818.94,24947.83,2020,PT,68911.68000244141,False,Standard
448,Employee_448,CHIEF INVESTMENT OFFICER,134130.95,0.0,2418.42,49144.13,2021,FT,136549.369921875,True,Medium
450,Employee_450,CUSTODIAN,107567.58,8366.28,3136.43,37081.78,2021,FT,119070.28993164063,False,Medium
451,Employee_451,CHIEF INVESTMENT OFFICER,101919.26,3026.54,5661.15,28121.61,2021,FT,110606.94990234374,True,Medium
452,Employee_452,ACCOUNTANT INTERN,68530.43,7071.38,10.66,27996.76,2019,FT,75612.46999984741,False,Medium
454,Employee_454,TRANSIT OPERATOR,69531.54,0.0,2048.32,20909.77,2020,FT,71579.86006835937,False,Standard
455,Employee_455,DIRECTOR OF PUBLIC WORKS,101978.98,5030.77,1884.04,42688.26,2023,FT,108893.7900390625,True,Medium
456,Employee_456,ASSISTANT DEPUTY CHIEF 2,70226.74,779.57,1442.42,21392.6,2023,PT,72448.73004394532,True,Standard
457,Employee_457,POLICE OFFICER 3,59783.31,6528.7,875.9,19368.32,2022,FT,67187.91002441406,False,Standard
458,Employee_458,HEAD LIBRARIAN,72788.93,0.0,5595.95,31040.85,2019,FT,78384.8801953125,True,Medium
459,Employee_459,RECREATION LEADER,35467.87,4396.43,911.49,10719.54,2023,FT,40775.78999023438,False,Standard
460,Employee_460,REGISTERED NURSE,54086.42,0.0,6278.23,16546.17,2020,FT,60364.64998046875,False,Standard
461,Employee_461,SENIOR ENGINEER,63775.62,0.0,2038.23,20780.57,2021,FT,65813.84998046875,False,Standard
462,Employee_462,REGISTERED NURSE,81675.73,15485.95,3945.29,37222.63,2023,FT,101106.9700390625,False,Medium
463,Employee_463,SENIOR ENGINEER,106628.39,2480.63,3673.13,43156.52,2023,FT,112782.1498828125,False,Medium
464,Employee_464,ELECTRICAL TRANSIT SYSTEM MECHANIC,51922.41,11008.02,472.82,23037.28,2019,PT,63403.250007324226,False,Standard
465,Employee_465,TRANSIT OPERATOR,64795.43,3602.53,3101.61,28344.31,2020,FT,71499.57010742188,False,Standard
466,Employee_466,CHIEF INVESTMENT OFFICER,59103.26,0.0,7785.0,16891.09,2022,FT,66888.26000000001,True,Standard
